2017/01/01 00,1041024663
2017/01/01 01,1010796936
2017/01/01 02,895268528
2017/01/01 03,757277304
2017/01/01 04,632070911
2017/01/01 05,538461814
2017/01/01 06,501864791
2017/01/01 07,515285017
2017/01/01 08,559254520
2017/01/01 09,696263598
2017/01/01 10,822829303
2017/01/01 11,914899190
2017/01/01 12,963488733
2017/01/01 13,1017795229
2017/01/01 14,1050988695
2017/01/01 15,1061665064
2017/01/01 16,1073007473
2017/01/01 17,1075929921
2017/01/01 18,1047401982
2017/01/01 19,1028365111
2017/01/01 20,1033001316
2017/01/01 21,1072238632
2017/01/01 22,1085586091
2017/01/01 23,1086252303
2017/01/02 00,1062603700
2017/01/02 01,967475734
2017/01/02 02,794518194
2017/01/02 03,647913764
2017/01/02 04,545938980
2017/01/02 05,488608273
2017/01/02 06,481138411
2017/01/02 07,549848728
2017/01/02 08,710405409
2017/01/02 09,861302689
2017/01/02 10,897766792
2017/01/02 11,933979970
2017/01/02 12,976272653
2017/01/02 13,1049849967
2017/01/02 14,1045382767
2017/01/02 15,1053723903
2017/01/02 16,1055966802
2017/01/02 17,1057998601
2017/01/02 18,1086220953
2017/01/02 19,1148458268
2017/01/02 20,1130766106
2017/01/02 21,1127884997
2017/01/02 22,1145566820
2017/01/02 23,1105445619
2017/01/03 00,1091163471
2017/01/03 01,987823257
2017/01/03 02,805818897
2017/01/03 03,624524934
2017/01/03 04,523930882
2017/01/03 05,477146134
2017/01/03 06,472854140
2017/01/03 07,524945965
2017/01/03 08,682465558
2017/01/03 09,822186326
2017/01/03 10,859051744
2017/01/03 11,890885288
2017/01/03 12,927659348
2017/01/03 13,1010247171
2017/01/03 14,1055347616
2017/01/03 15,1027105609
2017/01/03 16,1036672202
2017/01/03 17,1043845541
2017/01/03 18,1066391221
2017/01/03 19,1138787488
2017/01/03 20,1119668301
2017/01/03 21,996971849
2017/01/03 22,1100382195
2017/01/03 23,1071529680
2017/01/04 00,1057823625
2017/01/04 01,962584954
2017/01/04 02,770977714
2017/01/04 03,560334087
2017/01/04 04,549018319
2017/01/04 05,483697915
2017/01/04 06,481830137
2017/01/04 07,540462619
2017/01/04 08,707534456
2017/01/04 09,795243269
2017/01/04 10,811077371
2017/01/04 11,835328815
2017/01/04 12,866306833
2017/01/04 13,929364833
2017/01/04 14,924742127
2017/01/04 15,930558279
2017/01/04 16,972852162
2017/01/04 17,961886730
2017/01/04 18,1103108698
2017/01/04 19,1053108963
2017/01/04 20,1129526276
2017/01/04 21,992397481
2017/01/04 22,1091643200
2017/01/04 23,967009294
2017/01/05 00,1045725708
2017/01/05 01,836323517
2017/01/05 02,778499837
2017/01/05 03,580249251
2017/01/05 04,500068811
2017/01/05 05,499121818
2017/01/05 06,444690264
2017/01/05 07,516929471
2017/01/05 08,666923946
2017/01/05 09,813024749
2017/01/05 10,832417628
2017/01/05 11,958160919
2017/01/05 12,896390780
2017/01/05 13,969007939
2017/01/05 14,1064606540
2017/01/05 15,943001230
2017/01/05 16,948546501
2017/01/05 17,1060867152
2017/01/05 18,1094583343
2017/01/05 19,1172084457
2017/01/05 20,1135839334
2017/01/05 21,1121624215
2017/01/05 22,993426372
2017/01/05 23,977104790
2017/01/06 00,959114141
2017/01/06 01,963505503
2017/01/06 02,798946409
2017/01/06 03,637934343
2017/01/06 04,494323619
2017/01/06 05,444907614
2017/01/06 06,417352814
2017/01/06 07,450146771
2017/01/06 08,654985513
2017/01/06 09,908995815
2017/01/06 10,932674643
2017/01/06 11,954959565
2017/01/06 12,803087470
2017/01/06 13,945389319
2017/01/06 14,949504486
2017/01/06 15,1044600792
2017/01/06 16,960931059
2017/01/06 17,960252256
2017/01/06 18,1000568458
2017/01/06 19,1190812659
2017/01/06 20,1062341701
2017/01/06 21,1136622771
2017/01/06 22,985147352
2017/01/06 23,1096921679
2017/01/07 00,1024825278
2017/01/07 01,946458038
2017/01/07 02,729722149
2017/01/07 03,607353301
2017/01/07 04,519504937
2017/01/07 05,459768858
2017/01/07 06,443686937
2017/01/07 07,470960966
2017/01/07 08,542340657
2017/01/07 09,674294380
2017/01/07 10,867757527
2017/01/07 11,945354884
2017/01/07 12,895395710
2017/01/07 13,1063831747
2017/01/07 14,1056085611
2017/01/07 15,1067624279
2017/01/07 16,967192585
2017/01/07 17,965397778
2017/01/07 18,1071989712
2017/01/07 19,946655800
2017/01/07 20,920957356
2017/01/07 21,948331626
2017/01/07 22,948338845
2017/01/07 23,1074842633
2017/01/08 00,1030250889
2017/01/08 01,842213115
2017/01/08 02,737699867
2017/01/08 03,694952676
2017/01/08 04,589769548
2017/01/08 05,465381615
2017/01/08 06,438889540
2017/01/08 07,368547033
2017/01/08 08,508235760
2017/01/08 09,608097496
2017/01/08 10,735947523
2017/01/08 11,805733065
2017/01/08 12,863327510
2017/01/08 13,925481897
2017/01/08 14,1043784389
2017/01/08 15,1054778037
2017/01/08 16,1058950426
2017/01/08 17,961126970
2017/01/08 18,926767002
2017/01/08 19,1005138421
2017/01/08 20,915486586
2017/01/08 21,1061111566
2017/01/08 22,969808337
2017/01/08 23,1068135229
2017/01/09 00,1050127136
2017/01/09 01,938373149
2017/01/09 02,783753197
2017/01/09 03,635712175
2017/01/09 04,544926172
2017/01/09 05,497865872
2017/01/09 06,431693447
2017/01/09 07,445627352
2017/01/09 08,639113810
2017/01/09 09,852540974
2017/01/09 10,791800895
2017/01/09 11,839165575
2017/01/09 12,960099387
2017/01/09 13,942283452
2017/01/09 14,913136407
2017/01/09 15,1011634932
2017/01/09 16,1042512138
2017/01/09 17,1040635203
2017/01/09 18,992509631
2017/01/09 19,1130004272
2017/01/09 20,980213539
2017/01/09 21,1090645939
2017/01/09 22,1075892480
2017/01/09 23,1057036036
2017/01/10 00,1086120184
2017/01/10 01,930872034
2017/01/10 02,692112261
2017/01/10 03,619129287
2017/01/10 04,545067293
2017/01/10 05,431530923
2017/01/10 06,491978020
2017/01/10 07,494470650
2017/01/10 08,642819150
2017/01/10 09,856677715
2017/01/10 10,885661039
2017/01/10 11,942403114
2017/01/10 12,866065127
2017/01/10 13,940692964
2017/01/10 14,912524036
2017/01/10 15,999458028
2017/01/10 16,915374247
2017/01/10 17,924135018
2017/01/10 18,1057537799
2017/01/10 19,1025376784
2017/01/10 20,976000177
2017/01/10 21,954044390
2017/01/10 22,1075330364
2017/01/10 23,1035661882
2017/01/11 00,925304509
2017/01/11 01,833757357
2017/01/11 02,681671149
2017/01/11 03,622733876
2017/01/11 04,482739622
2017/01/11 05,430969021
2017/01/11 06,428779947
2017/01/11 07,441029078
2017/01/11 08,579603488
2017/01/11 09,780850024
2017/01/11 10,820691086
2017/01/11 11,971400807
2017/01/11 12,886042342
2017/01/11 13,954608607
2017/01/11 14,1056888758
2017/01/11 15,928555790
2017/01/11 16,954369411
2017/01/11 17,951576993
2017/01/11 18,975800458
2017/01/11 19,1041394479
2017/01/11 20,1014070297
2017/01/11 21,979932675
2017/01/11 22,979109752
2017/01/11 23,1070241852
2017/01/12 00,1046508693
2017/01/12 01,835428106
2017/01/12 02,677726328
2017/01/12 03,166143553
2017/01/12 07,145530077
2017/01/12 08,640688615
2017/01/12 09,861807029
2017/01/12 10,899538516
2017/01/12 11,953945551
2017/01/12 12,882457763
2017/01/12 13,936786801
2017/01/12 14,926498301
2017/01/12 15,902474334
2017/01/12 16,917742893
2017/01/12 17,1018387756
2017/01/12 18,954381471
2017/01/12 19,1015938688
2017/01/12 20,991046765
2017/01/12 21,967878420
2017/01/12 22,983733419
2017/01/12 23,1046066508
2017/01/13 00,1015920576
2017/01/13 01,837029385
2017/01/13 02,759763549
2017/01/13 03,589945791
2017/01/13 04,480800428
2017/01/13 05,430247052
2017/01/13 06,444986685
2017/01/13 07,494209412
2017/01/13 08,653684519
2017/01/13 09,775005943
2017/01/13 10,905751113
2017/01/13 11,855725738
2017/01/13 12,794814131
2017/01/13 13,926438412
2017/01/13 14,927404550
2017/01/13 15,922900669
2017/01/13 16,939685231
2017/01/13 17,942978410
2017/01/13 18,975595971
2017/01/13 19,1042506871
2017/01/13 20,1014767460
2017/01/13 21,985184433
2017/01/13 22,938402870
2017/01/13 23,827589409
2017/01/14 00,881049324
2017/01/14 01,733902015
2017/01/14 02,688808291
2017/01/14 03,586250218
2017/01/14 04,552542509
2017/01/14 05,455041278
2017/01/14 06,489566506
2017/01/14 07,371994559
2017/01/14 08,545383541
2017/01/14 09,656655526
2017/01/14 10,849670947
2017/01/14 11,836395135
2017/01/14 12,981849998
2017/01/14 13,924170673
2017/01/14 14,1030879283
2017/01/14 15,925559091
2017/01/14 16,929665658
2017/01/14 17,1035153043
2017/01/14 18,935481553
2017/01/14 19,903400159
2017/01/14 20,890150396
2017/01/14 21,910308288
2017/01/14 22,906228797
2017/01/14 23,909851154
2017/01/15 00,951106148
2017/01/15 01,788656203
2017/01/15 02,799334011
2017/01/15 03,656188583
2017/01/15 04,508473763
2017/01/15 05,445664728
2017/01/15 06,420585476
2017/01/15 07,380953577
2017/01/15 08,479000133
2017/01/15 09,632603742
2017/01/15 10,762954395
2017/01/15 11,858308758
2017/01/15 12,915218566
2017/01/15 13,865342281
2017/01/15 14,990120314
2017/01/15 15,1015140993
2017/01/15 16,905723405
2017/01/15 17,899850130
2017/01/15 18,891913507
2017/01/15 19,860584042
2017/01/15 20,869747046
2017/01/15 21,912413985
2017/01/15 22,1031906754
2017/01/15 23,931580350
2017/01/16 00,926132434
2017/01/16 01,941885167
2017/01/16 02,787531506
2017/01/16 03,576526757
2017/01/16 04,536378195
2017/01/16 05,457459766
2017/01/16 06,439679447
2017/01/16 07,429865234
2017/01/16 08,610769490
2017/01/16 09,834270101
2017/01/16 10,866298992
2017/01/16 11,918095275
2017/01/16 12,958470599
2017/01/16 13,917548657
2017/01/16 14,914055101
2017/01/16 15,904763644
2017/01/16 16,922200844
2017/01/16 17,684873176
2017/01/16 18,965418065
2017/01/16 19,1011948555
2017/01/16 20,1100070091
2017/01/16 21,1074296636
2017/01/16 22,1075509167
2017/01/16 23,1038558752
2017/01/17 00,1037153949
2017/01/17 01,837406870
2017/01/17 02,680489517
2017/01/17 03,570644391
2017/01/17 04,555465125
2017/01/17 05,430612633
